"Statistic Label","CensusYear","General Health","Sex","County and City","Age Group","UNIT","VALUE"
"Population","2016","General health - Bad","Both sexes","Carlow","15 - 19 years","Number","19"
"Population","2016","General health - Bad","Both sexes","Carlow","20 - 24 years","Number","17"
"Population","2016","General health - Bad","Both sexes","Carlow","25 - 29 years","Number","18"
"Population","2016","General health - Bad","Both sexes","Carlow","30 - 34 years","Number","25"
"Population","2016","General health - Bad","Both sexes","Carlow","35 - 39 years","Number","34"
"Population","2016","General health - Bad","Both sexes","Carlow","40 - 44 years","Number","52"
"Population","2016","General health - Bad","Both sexes","Carlow","45 - 49 years","Number","71"
"Population","2016","General health - Bad","Both sexes","Carlow","50 - 54 years","Number","81"
"Population","2016","General health - Bad","Both sexes","Carlow","55 - 59 years","Number","84"
"Population","2016","General health - Bad","Both sexes","Carlow","60 - 64 years","Number","84"
"Population","2016","General health - Bad","Both sexes","Carlow","65 - 69 years","Number","64"
"Population","2016","General health - Bad","Both sexes","Carlow","70 - 74 years","Number","65"
"Population","2016","General health - Bad","Both sexes","Carlow","75 - 79 years","Number","56"
"Population","2016","General health - Bad","Both sexes","Carlow","80 - 84 years","Number","54"
"Population","2016","General health - Bad","Both sexes","Carlow","85 years and over","Number","57"
"Population","2016","General health - Bad","Both sexes","Dublin City","All ages","Number","9152"
"Population","2016","General health - Bad","Both sexes","Dublin City","0 - 4 years","Number","61"
"Population","2016","General health - Bad","Both sexes","Dublin City","5 - 9 years","Number","43"
"Population","2016","General health - Bad","Both sexes","Dublin City","10 - 14 years","Number","40"
"Population","2016","General health - Bad","Both sexes","Dublin City","15 - 19 years","Number","82"
"Population","2016","General health - Bad","Both sexes","Dublin City","20 - 24 years","Number","157"
"Population","2016","General health - Bad","Both sexes","Dublin City","25 - 29 years","Number","205"
"Population","2016","General health - Bad","Both sexes","Dublin City","30 - 34 years","Number","284"
"Population","2016","General health - Bad","Both sexes","Dublin City","35 - 39 years","Number","438"
"Population","2016","General health - Bad","Both sexes","Dublin City","40 - 44 years","Number","545"
"Population","2016","General health - Bad","Both sexes","Dublin City","45 - 49 years","Number","634"
"Population","2016","General health - Bad","Both sexes","Dublin City","50 - 54 years","Number","773"
"Population","2016","General health - Bad","Both sexes","Dublin City","55 - 59 years","Number","919"
"Population","2016","General health - Bad","Both sexes","Dublin City","60 - 64 years","Number","980"
"Population","2016","General health - Bad","Both sexes","Dublin City","65 - 69 years","Number","900"
"Population","2016","General health - Bad","Both sexes","Dublin City","70 - 74 years","Number","777"
"Population","2016","General health - Bad","Both sexes","Dublin City","75 - 79 years","Number","762"
"Population","2016","General health - Bad","Both sexes","Dublin City","80 - 84 years","Number","743"
"Population","2016","General health - Bad","Both sexes","Dublin City","85 years and over","Number","809"
"Population","2016","General health - Bad","Both sexes","Donegal","All ages","Number","2339"
"Population","2016","General health - Bad","Both sexes","Donegal","0 - 4 years","Number","6"
"Population","2016","General health - Bad","Both sexes","Donegal","5 - 9 years","Number","16"
"Population","2016","General health - Bad","Both sexes","Donegal","10 - 14 years","Number","10"
"Population","2016","General health - Bad","Both sexes","Donegal","15 - 19 years","Number","30"
"Population","2016","General health - Bad","Both sexes","Donegal","20 - 24 years","Number","29"
"Population","2016","General health - Bad","Both sexes","Donegal","25 - 29 years","Number","43"
"Population","2016","General health - Bad","Both sexes","Donegal","30 - 34 years","Number","64"
"Population","2016","General health - Bad","Both sexes","Donegal","35 - 39 years","Number","93"
"Population","2016","General health - Bad","Both sexes","Donegal","40 - 44 years","Number","100"
"Population","2016","General health - Bad","Both sexes","Donegal","45 - 49 years","Number","165"
"Population","2016","General health - Bad","Both sexes","Donegal","50 - 54 years","Number","156"
"Population","2016","General health - Bad","Both sexes","Donegal","55 - 59 years","Number","222"
"Population","2016","General health - Bad","Both sexes","Donegal","60 - 64 years","Number","285"
"Population","2016","General health - Bad","Both sexes","Donegal","65 - 69 years","Number","214"
"Population","2016","General health - Bad","Both sexes","Donegal","70 - 74 years","Number","222"
"Population","2016","General health - Bad","Both sexes","Donegal","75 - 79 years","Number","227"
"Population","2016","General health - Bad","Both sexes","Donegal","80 - 84 years","Number","181"
"Population","2016","General health - Bad","Both sexes","Donegal","85 years and over","Number","276"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","All ages","Number","2173"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","0 - 4 years","Number","8"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","5 - 9 years","Number","5"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","10 - 14 years","Number","12"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","15 - 19 years","Number","19"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","20 - 24 years","Number","40"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","25 - 29 years","Number","37"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","30 - 34 years","Number","65"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","35 - 39 years","Number","82"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","40 - 44 years","Number","86"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","45 - 49 years","Number","118"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","50 - 54 years","Number","164"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","55 - 59 years","Number","167"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","60 - 64 years","Number","199"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","65 - 69 years","Number","188"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","70 - 74 years","Number","216"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","75 - 79 years","Number","235"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","80 - 84 years","Number","225"
"Population","2016","General health - Bad","Both sexes","Dún Laoghaire-Rathdown","85 years and over","Number","307"
"Population","2016","General health - Bad","Both sexes","Fingal","All ages","Number","3109"
"Population","2016","General health - Bad","Both sexes","Fingal","0 - 4 years","Number","48"
"Population","2016","General health - Bad","Both sexes","Fingal","5 - 9 years","Number","30"
"Population","2016","General health - Bad","Both sexes","Fingal","10 - 14 years","Number","40"
"Population","2016","General health - Bad","Both sexes","Fingal","15 - 19 years","Number","36"
"Population","2016","General health - Bad","Both sexes","Fingal","20 - 24 years","Number","48"
"Population","2016","General health - Bad","Both sexes","Fingal","25 - 29 years","Number","61"
"Population","2016","General health - Bad","Both sexes","Fingal","30 - 34 years","Number","156"
"Population","2016","General health - Bad","Both sexes","Fingal","35 - 39 years","Number","199"
"Population","2016","General health - Bad","Both sexes","Fingal","40 - 44 years","Number","242"
"Population","2016","General health - Bad","Both sexes","Fingal","45 - 49 years","Number","269"
"Population","2016","General health - Bad","Both sexes","Fingal","50 - 54 years","Number","282"
"Population","2016","General health - Bad","Both sexes","Fingal","55 - 59 years","Number","295"
"Population","2016","General health - Bad","Both sexes","Fingal","60 - 64 years","Number","308"
